profile_id,username_length,bio_length,followers_count,following_count,posts_count,engagement_rate,profile_picture,verified_status,account_age_days,external_url,suspicious_keywords_count,hashtags_count,average_likes,average_comments,label,ratio
637,10,2,5030,423,28,0.0067402595300868,0,0,83,1,6,0,253,37,fake,11.86320754716981
638,9,12,1022,4785,430,0.0075554493762769,0,0,628,0,3,2,854,84,real,0.21353949017969076
639,8,1,8388,2563,39,0.0246688429743997,1,1,391,1,1,1,676,96,real,3.2714508580343216
640,6,28,1891,1789,6,0.0695318949624384,0,0,936,0,2,3,739,25,real,1.0564245810055866
641,8,26,6809,85,173,0.0409447937627309,0,1,685,0,2,1,968,21,real,79.17441860465117
642,19,0,9327,447,8,0.0092375911186891,0,0,91,1,6,7,998,80,fake,20.819196428571427
643,14,94,8632,3329,210,0.0297979794662269,1,1,498,0,3,0,806,42,real,2.592192192192192
644,14,6,18176,219,41,0.0064401215823291,0,0,59,1,6,3,671,1,fake,82.61818181818182
645,7,8,2136,67,39,0.0084395102403384,0,0,30,1,8,4,850,23,fake,31.41176470588235
646,14,1,1554,437,19,0.0055529858926963,0,0,11,1,2,9,97,24,fake,3.547945205479452
647,5,96,85,3239,252,0.0375938375403293,0,1,823,0,2,3,627,47,real,0.026234567901234566
648,12,2,9558,2126,20,0.0534872755758755,0,0,832,0,0,7,924,89,real,4.493653032440056
649,9,117,5887,402,256,0.0876598118835018,0,1,449,1,1,1,303,7,real,14.607940446650124
650,17,6,14233,52,33,0.0046263005067522,0,0,80,0,5,8,104,38,fake,268.54716981132077
651,8,22,4932,4372,402,0.0265974064654112,1,0,864,1,1,1,262,47,real,1.12782986508118
652,12,29,8100,620,380,0.04621404732699,0,1,680,1,3,1,560,35,real,13.043478260869565
653,11,9,4403,147,25,0.0052847740100339,0,0,26,0,8,1,408,78,fake,29.75
654,6,107,4696,4008,32,0.0949112456888247,1,0,812,1,0,9,776,62,real,1.171364430032427
655,5,110,1912,682,259,0.0998617319164384,1,0,959,0,2,7,63,73,real,2.7994143484626646
656,16,24,4680,3687,233,0.0235407248841526,0,0,130,0,0,2,937,3,real,1.2689804772234274
657,15,127,7153,40,2,0.0726979871345815,0,1,975,0,3,9,252,20,real,174.46341463414635
658,8,110,2069,1410,346,0.0378031062233195,1,0,149,1,3,9,119,97,real,1.4663359319631466
659,12,135,150,4081,307,0.0008108196886213,0,0,472,1,3,7,775,44,real,0.03674669279764821
660,16,1,19638,118,47,0.0032022549447677,0,0,94,0,7,6,633,32,fake,165.0252100840336
661,6,12,18750,498,20,0.0065797239099379,0,0,2,0,5,9,695,26,fake,37.5751503006012
662,7,71,474,2796,283,0.0488334913004334,0,1,623,1,1,3,710,48,real,0.16946728637826242
663,16,28,1948,57,22,0.0089717490167068,0,0,34,0,9,6,230,5,fake,33.58620689655172
664,5,107,1837,4206,453,0.0686927416774302,0,1,500,0,4,7,770,59,real,0.43665319705253147
665,5,4,8721,3614,438,0.0294003388594953,0,0,649,1,1,5,573,61,real,2.412448132780083
666,17,2,9295,135,17,0.0078235344648779,0,0,41,1,5,5,171,49,fake,68.34558823529412
667,7,131,99,2749,363,0.0300919073165418,1,1,916,1,1,2,978,30,real,0.036
668,15,103,4825,950,470,0.0167134314869307,0,1,211,0,0,4,44,17,real,5.07360672975815
669,9,63,2861,350,253,0.0407173738598875,0,0,658,1,1,9,975,70,real,8.150997150997151
670,16,105,2853,2918,480,0.02322733647905,0,1,596,1,0,1,46,58,real,0.9773895169578622
671,7,97,9127,4143,143,0.0534800976919168,1,0,30,1,2,4,855,63,real,2.20246138996139
672,5,12,8207,478,23,0.0046200001073728,0,0,86,1,8,4,838,61,fake,17.133611691022963
673,5,148,5911,2043,452,0.0508405976644627,0,1,24,1,0,6,632,63,real,2.8918786692759295
674,12,9,10238,223,41,0.0095391908582698,0,0,31,1,5,3,379,15,fake,45.705357142857146
675,14,45,1104,3467,233,0.0670974709485785,0,0,943,1,3,5,186,1,real,0.31833910034602075
676,15,65,6134,1666,332,0.0753937684441424,1,0,723,0,3,8,530,13,real,3.679664067186563
677,16,111,7357,2985,174,0.0110394234249933,0,1,222,1,0,3,284,48,real,2.4638312123241795
678,17,12,3205,1059,331,0.0467802412037339,1,1,602,0,4,5,992,34,real,3.0235849056603774
679,17,29,8419,410,28,0.009854230941181,0,0,63,0,4,8,642,30,fake,20.484184914841848
680,16,85,6950,1714,356,0.0598182445542002,0,1,684,1,3,9,114,19,real,4.052478134110787
681,19,89,4300,2794,158,0.0264404297929645,1,1,742,0,0,0,165,64,real,1.5384615384615385
682,18,57,3992,828,347,0.0527624456838707,1,1,925,1,2,7,345,66,real,4.815440289505428
683,6,53,5565,4878,347,0.0517461009384291,1,1,589,0,2,0,35,57,real,1.1406025824964132
684,17,11,7964,22,285,0.09243543461938,1,1,580,1,1,3,943,44,real,346.2608695652174
685,7,13,4723,3989,17,0.0549083222568722,1,0,877,0,2,2,305,12,real,1.1837092731829575
686,6,120,3102,930,43,0.0582998479718315,0,1,401,1,3,3,546,40,real,3.3319011815252417
687,7,120,4169,4930,154,0.040165312576438,1,0,865,1,4,6,364,24,real,0.8454674508213345
688,11,11,6956,137,37,0.004931006097302,0,0,55,0,2,8,895,11,fake,50.405797101449274
689,5,74,7488,1324,409,0.0777185909439609,1,0,604,0,4,8,78,66,real,5.6513207547169815
690,14,25,15625,398,37,0.0086463984131278,0,0,61,1,3,9,336,1,fake,39.16040100250627
691,12,69,4943,2027,230,0.0844209585776232,0,1,88,0,3,0,160,58,real,2.437376725838264
692,17,55,4936,1238,496,0.043239636018509,0,0,465,1,0,9,866,28,real,3.9838579499596447
693,14,100,9389,4802,370,0.0828667143533594,0,0,50,0,0,0,586,68,real,1.954819904226525
694,14,131,3979,2444,315,0.0822888068293502,0,1,103,1,0,8,671,94,real,1.6274028629856852
695,14,110,2975,2878,401,0.0188870186762854,0,1,368,0,2,3,329,59,real,1.033344911427579
696,18,124,4329,2525,224,0.0701141131383576,1,1,936,1,0,2,766,71,real,1.7137767220902613
697,6,131,8985,1448,216,0.0290642969306531,0,0,492,0,3,8,461,22,real,6.200828157349896
698,7,2,8322,207,12,4.770256178124876e-05,0,0,85,1,2,4,579,90,fake,40.00961538461539
699,13,27,3614,211,31,0.0006665559174667,0,0,36,0,5,5,677,29,fake,17.047169811320753
700,11,28,16465,201,18,0.0002238940892877,0,0,40,1,4,0,121,89,fake,81.50990099009901
701,8,36,54,1791,58,0.0229826041792536,0,1,268,0,3,0,644,74,real,0.030133928571428572
702,14,53,1820,2273,379,9.058352460902252e-05,0,0,397,0,3,6,471,84,real,0.8003518029903254
703,9,102,4576,1979,385,0.0715236853482633,1,0,320,1,1,9,874,78,real,2.311111111111111
704,6,148,9031,221,352,0.0171184743835125,0,0,520,0,3,7,973,97,real,40.68018018018018
705,17,37,1919,517,422,0.0104482395307834,1,1,449,0,4,7,371,69,real,3.7046332046332044
706,15,3,6374,341,444,0.023751612059406,1,1,777,1,3,6,212,45,real,18.637426900584796
707,17,56,2591,560,234,0.0379900522322704,0,1,476,1,1,8,496,70,real,4.618538324420677
708,12,19,12523,116,16,0.0077316299734762,0,0,23,1,4,0,489,86,fake,107.03418803418803
709,8,5,4271,203,1,0.0007977911144323,0,0,26,1,2,1,13,17,fake,20.936274509803923
710,13,118,7920,4985,479,0.097057333262736,1,0,909,0,1,2,138,79,real,1.5884476534296028
711,9,70,6392,2872,17,0.0716063053419558,1,0,240,0,3,4,35,39,real,2.224852071005917
712,17,2,10029,336,17,0.0001705054606417,0,0,18,0,9,3,810,40,fake,29.759643916913948
713,13,13,8349,658,225,0.0318697257285397,0,0,708,1,3,3,986,28,real,12.669195751138089
714,8,2,1042,2747,166,0.0448542549368459,0,0,972,0,0,7,36,2,real,0.3791848617176128
715,14,79,1321,2757,70,0.0626244822763033,1,1,944,0,0,7,51,82,real,0.4789702683103698
716,9,54,8589,1019,361,0.0146373066588967,1,1,842,1,2,6,974,27,real,8.420588235294117
717,13,131,3131,1560,53,0.0188929813764952,1,0,643,0,3,0,592,21,real,2.005765534913517
718,12,28,6678,247,38,0.0014741877335525,0,0,79,0,3,9,73,87,fake,26.927419354838708
719,7,23,9117,4090,482,0.0256254923889072,1,0,390,1,3,3,34,7,real,2.2285504766560744
720,5,81,6791,4319,349,0.0380194997975177,1,0,343,0,0,0,81,61,real,1.5719907407407407
721,7,146,3758,4274,75,0.0871271850950117,0,0,773,1,1,4,491,52,real,0.8790643274853801
722,8,24,18265,141,26,0.0030629479129854,0,0,34,1,8,2,882,48,fake,128.6267605633803
723,6,146,1869,4251,266,0.0341711879341688,0,1,387,0,1,2,909,19,real,0.4395578551269991
724,5,48,5939,4621,316,0.068369954572462,1,1,394,0,4,3,277,73,real,1.2849415837299871
725,11,62,6802,3171,299,0.0019683215381413,0,1,683,0,3,1,835,12,real,2.1443883984867593
726,12,109,4723,4558,120,0.0735642660011365,0,1,659,1,4,6,104,94,real,1.0359728010528624
727,11,149,4685,4165,323,0.0487016040516239,1,0,270,1,1,3,404,71,real,1.1245799327892463
728,18,108,1180,537,24,0.0813182147284461,0,0,149,0,3,4,878,2,real,2.193308550185874
729,9,1,16221,366,13,0.0046470068189745,0,0,86,0,8,1,373,17,fake,44.19891008174387
730,16,22,16571,92,14,0.0006540328471611,0,0,28,1,5,5,324,75,fake,178.18279569892474
731,5,57,5318,3744,83,0.090926504345534,0,1,28,0,0,8,126,76,real,1.4200267022696929
732,11,116,2472,442,113,0.0512169955933887,0,0,149,0,2,7,173,3,real,5.5801354401805865
733,17,99,9832,1186,222,0.0360142114138938,1,0,420,1,0,7,886,21,real,8.283066554338669
734,11,21,11394,293,7,0.0049898223355092,0,0,49,0,4,1,799,78,fake,38.755102040816325
735,13,93,5963,2114,165,0.068989600331336,0,0,182,0,1,3,586,79,real,2.819385342789598
736,7,13,16866,477,8,0.002480614610446,0,0,64,0,5,7,315,51,fake,35.28451882845188
737,13,145,1917,2243,174,0.0206986303000119,0,0,17,0,0,0,781,10,real,0.8542780748663101
738,18,14,3198,231,20,0.0027437149509762,0,0,71,1,5,7,749,55,fake,13.78448275862069
739,5,17,10407,115,42,0.0082190225164786,0,0,63,1,7,2,209,36,fake,89.71551724137932
740,5,26,10072,303,34,0.0098692357605233,0,0,62,1,5,7,994,51,fake,33.13157894736842
741,18,46,2373,2523,85,0.0880251773281687,1,0,502,1,2,5,741,74,real,0.9401743264659271
742,8,56,8161,1783,61,0.0279937329691906,0,1,842,0,0,6,189,17,real,4.574551569506727
743,13,117,5993,1106,319,0.0105955911344047,0,0,189,0,0,1,367,89,real,5.4137308039747065
744,10,44,153,938,400,0.0112241071991588,1,0,651,0,2,0,749,61,real,0.16293929712460065
745,17,144,8217,1961,381,0.0291223318578276,0,0,61,0,1,5,261,91,real,4.1880733944954125
746,15,3,7479,1983,205,0.0614183723984539,0,1,294,1,0,2,308,97,real,3.769657258064516
747,7,147,254,1564,104,0.0804320326097172,1,1,834,0,4,3,882,75,real,0.1623003194888179
748,5,46,936,2788,317,0.0899250306981564,1,0,33,0,1,8,439,13,real,0.3356041591968447
749,8,142,3188,4431,290,0.0623753384369232,1,1,299,1,1,2,13,65,real,0.7193140794223827
750,16,46,2186,1004,249,0.0005631312748053,1,0,415,1,0,1,662,95,real,2.175124378109453
751,17,77,5012,622,12,0.0186316776518533,0,0,624,1,2,1,687,97,real,8.044943820224718
752,13,123,896,2603,162,0.0099726203853367,1,1,803,0,1,1,263,85,real,0.34408602150537637
753,7,18,18138,75,13,0.0046386402926161,0,0,42,1,6,5,950,80,fake,238.6578947368421
754,16,102,3408,851,385,0.0501350993633746,1,0,431,0,4,1,674,87,real,4.0
755,13,136,8507,4449,439,0.004339717857856,0,1,495,0,2,6,588,74,real,1.911685393258427
756,11,89,9109,868,110,0.0348477975795655,1,1,100,1,3,6,576,48,real,10.482163406214038
757,16,143,2664,454,204,0.0179179674625322,1,1,23,1,2,6,105,97,real,5.854945054945055
758,18,68,7402,1798,383,0.0647070166258873,0,1,420,1,1,1,176,86,real,4.1145080600333515
759,19,21,6217,204,26,0.0032177069515449,0,0,24,0,7,6,842,70,fake,30.326829268292684
760,8,137,7145,3464,306,0.0495317646933908,1,0,487,0,2,9,340,47,real,2.062049062049062
761,7,49,330,3962,437,0.0427691788033461,1,0,730,0,3,7,907,10,real,0.08327024981074943
762,14,2,4664,4697,143,0.0956019710486567,0,0,89,1,3,7,974,57,real,0.9927628778203491
763,19,106,5310,1040,145,0.0214735125121563,1,0,209,0,0,1,897,80,real,5.100864553314121
764,9,9,9892,197,7,0.0093144817615956,0,0,35,0,5,4,863,13,fake,49.95959595959596
765,9,93,6864,2073,300,0.0736017368365336,0,0,933,0,0,5,71,61,real,3.309546769527483
766,7,19,11411,56,34,0.0050044844646631,0,0,77,0,5,8,183,58,fake,200.19298245614036
767,16,80,9333,2055,168,0.0929020885716801,1,1,900,1,2,5,262,84,real,4.539396887159533
768,13,16,1370,371,17,0.0073035357118072,0,0,55,0,3,9,470,68,fake,3.682795698924731
769,8,50,4052,2860,297,0.0463675805773178,0,0,721,1,4,5,633,84,real,1.4162880111849003
770,15,146,9019,3834,232,0.0088522315214728,0,0,278,1,2,9,224,86,real,2.3517601043024774
771,9,16,2732,368,13,0.0041374003095988,0,0,49,0,8,9,248,29,fake,7.403794037940379
772,8,45,6646,3771,270,0.0288211968448106,1,0,206,0,2,5,424,16,real,1.761930010604454
773,9,68,7372,2285,59,0.0160309039515568,0,1,590,1,4,8,748,63,real,3.2248468941382327
774,11,92,21,1818,295,0.0544531292904508,1,1,913,0,3,9,751,47,real,0.01154480483782298
775,13,63,204,1321,466,0.053231026337991,0,1,328,1,1,6,754,43,real,0.15431164901664146
776,11,48,2547,4065,234,0.0075871641224047,1,0,610,0,1,0,684,23,real,0.6264141662567634
777,17,148,2852,2461,164,0.0698215453494472,0,0,858,0,1,0,135,30,real,1.158407798537774
778,9,73,2239,1099,193,0.0623772190650852,1,0,877,1,3,3,950,57,real,2.0354545454545456
779,14,4,3019,1682,233,0.0189017282746497,0,0,862,0,1,1,262,30,real,1.7938205585264408
780,14,99,7994,3685,367,0.0469434862154043,1,1,982,1,4,2,854,67,real,2.1687466087900162
781,11,69,2087,4542,182,0.072032291647856,1,1,336,1,3,6,959,56,real,0.45938806955756106
782,18,18,16514,34,7,0.0020254857765815,0,0,77,0,7,6,720,24,fake,471.8285714285714
783,19,3,3877,4364,231,0.039548907618357,1,0,592,1,0,2,206,77,real,0.8882016036655211
784,14,23,6259,75,48,0.0065488511256762,0,0,95,0,8,1,643,96,fake,82.35526315789474
785,9,38,8645,4208,490,0.0610393866644053,1,1,920,0,3,0,422,76,real,2.0539320503682585
786,7,128,307,4874,106,0.093910869831024,1,1,228,0,2,8,465,8,real,0.06297435897435898
787,11,23,5866,1134,377,0.0671744840477483,1,1,483,1,1,9,785,88,real,5.1682819383259915
788,17,56,9046,1231,222,0.0074745903636315,1,1,134,0,0,2,63,44,real,7.342532467532467
789,15,99,1025,2870,79,0.0460684973482133,1,1,708,0,4,8,656,80,real,0.35701846046673635
790,15,69,1394,2283,233,0.0890824131510627,1,1,978,1,3,3,348,96,real,0.6103327495621717
791,6,40,9599,3000,380,0.0094462425801086,0,0,390,1,4,9,368,34,real,3.198600466511163
792,19,26,15116,496,7,0.0066484264953671,0,0,59,1,7,5,160,35,fake,30.414486921529175
793,16,3,18185,344,36,0.0046018385007895,0,0,83,1,3,6,109,96,fake,52.710144927536234
794,13,56,1279,1154,184,0.0078274480729875,1,0,987,0,2,9,243,50,real,1.1073593073593073
795,14,30,1270,3263,133,0.0933413320449555,0,1,425,0,4,5,553,17,real,0.38909313725490197
796,14,83,7711,3792,219,0.0363132590259462,1,0,587,0,1,0,71,2,real,2.0329554442393882
797,16,35,8386,776,287,0.0844709167075862,0,1,806,0,1,5,950,90,real,10.792792792792794
798,5,107,4573,2691,363,0.0418383337713271,0,0,510,1,0,5,205,54,real,1.6987369985141159
799,17,105,6907,2675,201,0.0440855112702515,1,1,720,1,0,4,551,44,real,2.5810911808669657
800,10,10,10181,76,43,0.0026994963508083,0,0,93,0,6,2,764,81,fake,132.2207792207792
801,11,134,5603,3501,145,0.0774477419275983,1,0,427,1,4,9,115,49,real,1.59994288977727
802,18,13,6165,2825,323,0.0033789150948248,1,1,949,1,2,2,304,2,real,2.1815286624203822
803,17,16,1415,206,1,0.0083181349206274,0,0,22,1,7,9,654,72,fake,6.835748792270532
804,12,137,7250,505,456,0.0186732994097371,1,1,474,1,4,6,460,70,real,14.328063241106719
805,14,79,4693,3190,134,0.0345949517863202,0,0,568,1,4,7,543,9,real,1.470698840488875
806,13,23,4337,255,16,0.0027531812438557,0,0,85,0,6,2,165,1,fake,16.94140625
807,6,105,8723,2082,263,0.0469060340221153,1,0,952,0,3,2,415,69,real,4.187710033605377
808,15,69,3819,347,63,0.0334136411876173,1,0,799,1,2,6,905,9,real,10.974137931034482
809,14,43,5817,3959,490,0.0107361118450667,1,1,211,1,2,9,735,14,real,1.468939393939394
810,6,72,4893,3118,134,0.0145628738525451,1,1,953,0,1,6,747,27,real,1.5687720423212568
811,9,9,9027,305,12,0.0065902398626679,0,0,61,0,5,8,806,9,fake,29.5
812,17,106,4165,146,295,0.0470249085328754,0,1,920,1,1,5,692,36,real,28.333333333333332
813,9,83,4683,2565,2,0.0954447694852988,0,1,58,1,4,6,563,93,real,1.8250194855806703
814,10,81,1419,4425,400,0.0115675223648116,1,1,73,1,2,9,581,84,real,0.3206055128784456
815,7,21,6057,109,13,0.0038398562389269,0,0,80,0,4,0,384,79,fake,55.06363636363636
816,12,20,5207,3548,462,0.0733361514732093,1,0,900,1,2,6,598,3,real,1.4671738517892363
817,17,6,7462,2110,109,0.0637498802934163,0,1,778,1,1,1,464,23,real,3.534817621980104
818,5,16,7967,187,40,0.0047248067793772,0,0,30,1,4,6,211,73,fake,42.37765957446808
819,10,11,2620,124,40,0.0021140266150047,0,0,69,1,2,2,741,30,fake,20.96
820,8,142,289,1992,367,0.0106919864379821,1,0,467,1,1,8,461,19,real,0.14500752634219768
821,5,147,3987,3880,435,0.0504754323565541,1,1,271,1,1,4,196,67,real,1.0273125483122907
822,19,142,2679,4538,405,0.0697091138260758,0,0,499,1,3,6,617,50,real,0.5902181097157965
823,11,148,7835,3577,3,0.0586820445073563,1,0,354,1,2,7,863,48,real,2.189770821688094
824,13,119,9953,1008,243,0.0832779071023294,1,1,234,0,1,1,733,3,real,9.86422200198216
825,17,127,3991,2157,389,0.0072271709011351,0,1,319,0,2,0,377,98,real,1.8493975903614457
826,8,141,4779,4704,165,0.0690701039499166,0,0,19,0,2,6,349,66,real,1.0157279489904356
827,8,56,5257,405,25,0.0534027730384717,1,0,625,1,3,5,271,27,real,12.948275862068966
828,10,9,8993,177,8,0.0064947994547936,0,0,60,0,4,5,850,87,fake,50.52247191011236
829,16,20,6145,4520,473,0.034027498223403,1,0,372,0,1,1,933,96,real,1.3592125635921257
830,19,81,5583,948,16,0.0620832632774192,0,1,184,0,2,2,598,99,real,5.883034773445733
831,7,9,8386,128,26,0.0022582583361918,0,0,6,0,4,3,552,40,fake,65.0077519379845
832,17,130,9910,2734,91,0.0496175926101115,1,1,674,0,0,2,560,18,real,3.623400365630713
833,16,86,7199,2520,482,0.082472316407692,1,1,755,1,3,1,315,27,real,2.85561285204284
834,10,48,4545,4646,30,0.0402156381843967,0,0,145,0,1,2,855,11,real,0.9780503550677857
835,11,146,2786,1659,204,0.0102394462793176,1,1,658,1,3,5,735,39,real,1.6783132530120481
836,15,114,9321,3700,418,0.0061505736458638,0,0,81,1,0,8,647,19,real,2.5185085112131858
837,14,88,7707,3445,399,0.0051334371323677,1,0,322,0,1,3,174,89,real,2.2365060940220545
838,14,84,8396,3211,206,0.038015014195767,0,0,435,1,2,5,767,7,real,2.6139476961394768
839,7,127,672,4189,106,0.0337237750835842,0,1,833,0,1,0,630,95,real,0.160381861575179
840,11,139,8681,4376,145,0.0717937023622569,0,1,43,1,4,5,97,57,real,1.9833219099840074
841,18,116,8054,2301,366,0.0742821501584865,1,0,313,1,1,2,209,2,real,3.4986967854039963
842,7,126,4228,4493,100,0.0050853968833739,0,1,906,0,2,8,280,38,real,0.940809968847352
843,17,70,9625,223,367,0.0221123262889014,0,1,293,1,4,3,60,5,real,42.96875
844,17,5,5893,495,19,0.0048571404660761,0,0,85,1,3,6,498,78,fake,11.881048387096774
845,6,32,5884,3872,367,0.0547611984142809,0,1,888,1,1,3,207,82,real,1.5192357345726826
846,16,80,5591,68,240,0.014451522390695,1,1,69,1,3,5,32,36,real,81.02898550724638
847,18,60,2024,2940,488,0.01339412194,1,0,56,1,1,6,674,68,real,0.6882012920775247
848,14,60,3799,4948,410,0.0943788889207958,0,1,631,1,0,1,232,88,real,0.7676298242069105
849,8,16,5856,174,37,0.003284593931464,0,0,11,1,2,9,951,77,fake,33.462857142857146
850,16,25,4655,228,11,0.0096360573278462,0,0,24,1,8,5,230,85,fake,20.32751091703057
851,12,42,7776,132,371,0.0406567807905491,0,1,927,0,0,7,672,57,real,58.46616541353384
852,17,25,17260,206,41,0.0098222109589354,0,0,92,1,9,5,275,97,fake,83.38164251207729
853,19,16,3639,1446,34,0.0791004074065407,0,1,550,0,4,1,82,20,real,2.5148583275742915
854,13,18,17463,410,21,0.0075349130733804,0,0,79,0,2,3,890,5,fake,42.48905109489051
855,11,97,5685,3310,358,0.0127849736993467,0,1,201,1,3,0,86,24,real,1.717003926306252
856,5,64,8882,3355,380,0.0738992063156244,1,1,748,1,4,6,553,99,real,2.6466030989272946
857,7,1,13424,327,36,0.0098391749485477,0,0,51,0,3,7,890,30,fake,40.926829268292686
858,17,84,4661,571,392,0.0262924247632147,1,0,527,0,3,9,444,28,real,8.148601398601398
859,16,3,5308,495,49,0.0011355064280773,0,0,19,0,9,1,946,53,fake,10.701612903225806
860,18,1,7950,1747,398,0.0497756563606896,1,0,77,1,1,9,74,51,real,4.548054919908467
861,13,21,3876,914,20,0.0343115516417009,1,0,985,1,3,4,970,7,real,4.2360655737704915
862,19,111,381,3564,307,0.0241905772591757,0,0,478,1,2,7,366,42,real,0.10687237026647967
863,16,56,7008,4500,162,0.039850202880398,0,1,821,0,2,7,945,35,real,1.5569873361475228
864,5,65,625,1736,489,0.0019172910749898,0,1,440,1,4,4,27,94,real,0.35981577432354633
865,13,73,6921,2933,96,0.0772497846096313,0,0,263,1,3,7,685,34,real,2.3588957055214723
866,12,97,6020,3541,306,0.0170944893567585,1,0,185,1,2,5,808,73,real,1.699604743083004
867,5,17,19246,246,38,0.0099232465401344,0,0,50,1,4,4,575,76,fake,77.91902834008097
868,10,111,4952,944,54,0.0653698692905079,0,0,308,0,1,3,584,54,real,5.2402116402116405
869,9,26,1618,178,30,0.0010355591637084,0,0,81,1,4,4,778,29,fake,9.039106145251397
870,10,85,1278,304,332,0.0813829131592843,0,0,299,1,3,3,760,10,real,4.19016393442623
871,14,75,7464,30,126,0.04935091826606,0,1,552,0,3,0,445,27,real,240.7741935483871
872,16,87,8986,3252,427,0.0205368184689985,0,0,230,1,3,2,450,83,real,2.7623731939747924
873,17,28,18343,85,12,0.0041545177367908,0,0,3,0,2,7,18,13,fake,213.2906976744186
874,17,58,5239,4665,242,0.0699713077154337,1,1,286,0,2,6,479,42,real,1.1228032576082299
875,17,137,2247,1119,348,0.0246270734103173,1,0,138,1,2,6,641,37,real,2.00625
876,19,20,12470,435,0,0.0023894757015445,0,0,3,0,4,2,357,61,fake,28.60091743119266
877,9,62,945,381,335,0.0104371458082829,1,1,615,1,2,8,611,96,real,2.473821989528796
878,10,3,16492,296,37,0.0095384596340519,0,0,92,0,2,5,381,79,fake,55.52861952861953
879,9,31,7901,1184,214,0.0860247810977464,0,0,676,0,4,7,979,21,real,6.6675105485232065
880,15,134,335,1174,91,0.0687898645479075,0,1,419,1,2,7,833,3,real,0.2851063829787234
881,16,20,9736,1102,302,0.0938749888279832,0,1,472,0,3,2,184,8,real,8.826835902085222
882,9,19,7784,1293,463,0.0722311168323707,0,0,935,1,2,3,524,70,real,6.015455950540958
883,8,5,9114,42,39,0.0063578993479914,0,0,31,1,4,5,139,93,fake,211.95348837209303
884,7,13,13188,308,8,0.0059712753382344,0,0,47,1,5,1,575,83,fake,42.679611650485434
885,7,109,4942,2001,37,0.0071503024331635,0,1,276,1,2,6,302,17,real,2.4685314685314683
886,8,6,11669,358,38,0.0099743850488732,0,0,8,0,3,1,705,10,fake,32.5041782729805
887,13,142,2788,4476,194,0.0741603019737208,1,0,608,1,1,4,936,97,real,0.6227384409202591
888,6,119,9472,4206,14,0.0386443350930817,1,1,571,0,3,3,362,13,real,2.2514856192060853
889,19,78,8842,4766,256,0.0330294175468134,1,1,743,1,3,8,233,91,real,1.854835326200965
890,13,115,7764,252,134,0.0595355722510311,0,0,689,0,1,1,533,12,real,30.68774703557312
891,5,91,4088,2810,0,0.0872204528998895,0,0,90,0,1,6,963,66,real,1.4542867307008183
892,18,13,1377,4617,48,0.0047583192546112,1,1,282,0,0,6,716,74,real,0.29818103074924207
893,19,124,4052,2906,95,0.0385470434699735,1,1,548,0,4,6,768,85,real,1.393876848985208
894,19,11,12443,239,9,0.0061242610389075,0,0,17,1,9,0,518,23,fake,51.84583333333333
895,5,1,19552,204,28,0.0064615988093603,0,0,99,1,7,7,377,65,fake,95.37560975609756
896,9,25,1591,1551,25,0.0105724560431134,0,1,995,0,1,1,675,97,real,1.0251288659793814
897,10,112,1996,2775,342,0.0664807758580244,0,1,811,0,4,4,599,52,real,0.7190201729106628
898,10,65,2250,2124,428,0.0286180870797907,1,1,355,1,1,1,661,61,real,1.0588235294117647
899,7,17,8235,303,39,0.0004477429929675,0,0,91,0,6,4,509,26,fake,27.088815789473685
900,11,43,7614,4717,348,0.0936352557824985,1,0,289,0,4,6,99,15,real,1.6138194150063587
901,13,96,8330,3093,243,0.0018524576745955,0,1,868,1,0,5,665,22,real,2.6923076923076925
902,15,23,10914,306,29,0.0085905060203353,0,0,45,0,8,4,958,89,fake,35.55048859934853
903,16,5,9053,779,480,0.0021626992461793,0,1,609,0,3,3,81,65,real,11.606410256410257
904,14,22,7503,1432,326,0.0483593048104329,1,1,750,1,1,7,442,26,real,5.235868806699233
905,12,88,4113,416,395,0.0501047377794418,1,0,173,0,4,7,698,21,real,9.863309352517986
906,10,122,2086,2982,350,0.0321662471394747,1,1,301,1,0,0,357,24,real,0.6992960107274556
907,16,12,18545,383,1,0.0097008943174212,0,0,97,1,5,9,272,16,fake,48.294270833333336
908,12,50,3004,2704,373,0.0376387537734475,0,0,911,1,3,1,280,32,real,1.110536044362292
909,16,10,3754,2279,403,0.0672262939932566,1,0,863,1,1,2,518,16,real,1.6464912280701753
910,9,11,5604,4759,374,0.0782395808644459,0,1,529,0,3,0,517,77,real,1.177310924369748
911,12,73,7541,1191,50,0.0530750602388142,1,0,140,1,1,2,626,42,real,6.326342281879195
912,14,7,7381,1449,80,0.0589834394439755,1,0,766,1,2,9,429,32,real,5.090344827586207
913,16,40,1654,3063,35,0.0200616371124652,1,1,278,0,1,7,81,50,real,0.5398172323759791
914,8,84,3154,3343,66,0.0287330333227649,1,1,663,1,0,3,83,41,real,0.9431818181818182
915,14,71,252,2907,128,0.0161895610052358,0,0,511,0,3,6,664,24,real,0.08665749656121045
916,12,54,4095,2913,369,0.0249295350004611,0,1,346,1,3,6,512,13,real,1.4052848318462594
917,14,136,7964,238,154,0.0224886780225531,0,0,846,1,3,4,583,75,real,33.32217573221757
918,16,12,11081,456,17,0.0096031115052368,0,0,60,1,4,0,155,79,fake,24.2472647702407
919,6,142,7140,1903,110,0.0562688755790729,0,0,114,1,4,9,55,10,real,3.75
