profile_id,username_length,bio_length,followers_count,following_count,posts_count,engagement_rate,profile_picture,verified_status,account_age_days,external_url,suspicious_keywords_count,hashtags_count,average_likes,average_comments,label
338,5,129,8049,2749,55,0.036999888595997746,1,1,190,0,2,2,281,47,real
339,15,15,1951,343,38,0.006325719807953342,0,0,44,1,6,7,845,76,fake
340,16,26,5002,1497,45,0.07841871792320797,0,0,950,0,4,7,831,44,real
341,13,148,1971,1567,66,0.07632851902031591,1,0,173,0,1,1,645,20,real
342,13,7,2873,2123,196,0.07226117248344496,0,0,759,0,0,6,933,27,real
343,6,49,6613,1054,141,0.020450433869279583,0,1,768,0,3,0,377,61,real
344,11,66,4577,2441,322,0.03379699792404788,0,0,628,0,3,1,501,37,real
345,19,43,6523,1592,22,0.0469845434983675,1,1,561,0,4,7,325,84,real
346,18,124,4015,1318,486,0.03307929914276556,1,1,227,1,1,0,599,52,real
347,14,57,9124,4927,93,0.0754940200158329,1,0,581,1,0,1,597,75,real
348,7,2,193,611,241,0.03293535242499547,1,0,934,1,4,0,581,92,real
349,11,17,2717,289,1,0.0043071083560934685,0,0,14,0,4,4,606,62,fake
350,16,23,6913,52,11,0.0012620898391119417,0,0,28,1,5,6,377,66,fake
351,14,129,6625,4776,406,0.09799144327823804,1,1,638,0,0,5,89,24,real
352,13,16,12390,360,4,0.00778249886185035,0,0,14,0,8,5,895,80,fake
353,8,101,6807,4281,53,0.06121586589432291,0,1,213,0,0,5,181,12,real
354,16,34,8738,247,137,0.043297304983970636,0,0,53,0,1,7,267,16,real
355,5,17,16477,391,26,0.0032394395230362174,0,0,56,0,6,4,288,36,fake
356,6,29,5708,2928,332,0.04878766059980595,0,1,671,1,4,9,513,2,real
357,5,115,1283,2552,271,0.07021643286483124,1,1,752,1,2,6,742,89,real
358,18,7,6663,2013,40,0.05132199758278188,0,1,662,1,1,2,567,62,real
359,16,149,1106,1547,97,0.0872106063746581,0,0,139,0,0,8,500,64,real
360,9,43,9507,764,182,0.028893701665758265,0,0,418,1,2,9,594,29,real
361,9,9,18980,432,33,0.0013475555118193305,0,0,34,0,4,2,575,92,fake
362,15,76,8012,2268,228,0.09365656116580062,0,0,143,1,1,5,848,74,real
363,11,16,7594,357,13,0.005502658147464038,0,0,78,1,8,2,742,87,fake
364,13,15,12925,162,6,0.0001917155756401523,0,0,89,1,7,0,902,96,fake
365,13,54,5324,550,255,0.0792003126130196,0,0,650,1,2,0,346,31,real
366,7,105,3364,279,208,0.03243136638755806,0,0,486,1,3,2,530,83,real
367,7,120,280,3470,214,0.07161645381776112,0,0,992,1,1,3,335,15,real
368,7,54,1196,3418,373,0.013541884981782805,0,1,437,0,2,1,181,55,real
369,8,143,6315,515,99,0.02912937472055053,1,1,816,0,0,8,93,33,real
370,12,20,10098,348,36,0.0032406369074494444,0,0,12,0,9,7,851,81,fake
371,10,23,12942,461,35,0.007506423695934011,0,0,56,0,7,2,850,52,fake
372,12,143,7309,3155,435,0.02226492352267854,0,0,620,0,2,6,533,20,real
373,5,139,4192,3252,257,0.07174035554052104,1,0,284,1,1,3,490,73,real
374,12,135,9913,4918,479,0.09432983972456527,1,1,671,0,4,4,553,38,real
375,8,2,2240,371,375,0.052777220906887704,1,1,838,0,0,3,427,3,real
376,15,1,15012,299,9,0.009127113293641744,0,0,61,0,3,8,348,54,fake
377,5,19,13250,233,28,0.00591727459440488,0,0,61,0,4,6,810,66,fake
378,12,22,9471,4077,122,0.03258901433936428,1,0,727,0,0,3,329,18,real
379,8,91,3682,4205,341,0.04756550309249172,0,1,272,0,1,7,313,87,real
380,10,114,9803,1691,170,0.06028075322667595,0,1,25,0,2,1,281,83,real
381,12,103,4775,1062,332,0.09859915721706594,1,1,935,0,4,6,699,7,real
382,8,117,3980,2519,135,0.09377645593182243,0,1,322,0,0,0,123,35,real
383,18,4,7555,4737,58,0.08621529582931219,1,0,806,1,0,7,416,84,real
384,7,103,5562,691,192,0.08891305357048584,0,0,681,0,2,5,35,84,real
385,18,107,637,3942,464,0.0467849183292043,0,1,103,0,1,4,246,83,real
386,13,64,6599,2139,267,0.06574443271774648,1,1,866,1,4,8,319,80,real
387,7,120,2054,4859,259,0.08950667229362141,1,0,883,1,0,8,693,85,real
388,13,29,2351,4026,372,0.03929507649913531,1,0,40,0,0,2,242,93,real
389,17,148,5894,3312,460,0.09617624783454688,1,1,235,0,1,8,558,60,real
390,6,83,8195,729,94,0.041578606206918306,0,0,832,0,2,8,274,24,real
391,18,149,259,84,124,0.06010826653932157,0,0,89,1,3,1,999,93,real
392,6,3,16408,482,15,0.002176115853972819,0,0,40,0,9,4,22,95,fake
393,6,15,5053,1932,378,0.09505920130759384,1,0,144,1,0,1,505,39,real
394,10,37,984,4167,253,0.024461627405226605,0,1,82,1,0,0,325,12,real
395,7,10,11346,128,37,0.0022000015071414647,0,0,20,1,6,6,627,94,fake
396,17,35,7202,329,470,0.05208155861440822,0,0,571,1,2,3,647,53,real
397,13,26,15428,223,20,0.006038716642123973,0,0,42,1,9,4,857,64,fake
398,8,65,9090,1462,68,0.07766068397963906,1,1,603,0,4,3,393,4,real
399,5,104,2682,4979,68,0.05522222801738466,0,1,866,0,3,5,651,94,real
400,8,84,7289,1565,80,0.06609738206496758,0,0,395,1,4,1,325,5,real
401,5,1,7541,4217,29,0.0322901068577901,1,1,513,1,2,7,265,16,real
402,18,74,9528,3042,72,0.048127395182760505,1,0,781,1,0,3,450,27,real
403,9,66,8672,470,261,0.06173542509880671,1,1,798,1,3,7,124,4,real
404,8,6,6755,62,37,0.004067617068387297,0,0,7,0,3,2,308,72,fake
405,12,5,100,3543,402,0.019837253984770133,0,1,274,1,3,4,924,48,real
406,12,149,8731,3946,207,0.09616404923153041,1,1,590,1,2,2,133,8,real
407,11,142,4069,1125,212,0.051146754004261746,0,0,653,0,4,6,265,81,real
408,7,16,14116,229,40,0.0017726429877590356,0,0,79,0,4,2,660,46,fake
409,5,24,7283,448,32,0.007873970396737205,0,0,73,0,6,7,727,44,fake
410,5,18,17268,252,28,0.0020024303650123055,0,0,68,0,3,8,56,67,fake
411,16,11,7419,4917,292,0.040716429846712504,1,1,562,1,4,1,738,91,real
412,15,48,4450,1934,206,0.04091966437856498,0,1,967,1,1,2,840,52,real
413,7,41,7357,936,332,0.05441801159419536,0,0,372,1,0,6,912,34,real
414,10,81,1018,4662,76,0.05434698699813632,0,0,881,1,2,4,472,62,real
415,11,5,2337,62,47,0.0032164083464839856,0,0,31,1,8,9,359,21,fake
416,10,9,11687,411,16,0.0006142943877810426,0,0,87,1,3,6,132,24,fake
417,18,66,4308,4684,46,0.04960754785005311,1,0,287,1,2,1,40,44,real
418,18,79,4678,551,109,0.01691039004206515,0,0,819,1,0,3,993,41,real
419,10,6,4297,2171,199,0.012613578629576516,0,1,667,1,0,0,64,29,real
420,10,13,2062,2261,426,0.09326457173411679,0,0,572,0,4,4,162,6,real
421,17,72,6019,1062,209,0.060495001314770425,0,1,545,1,3,7,465,56,real
422,7,142,1726,4579,375,0.06594900581245842,1,1,437,0,2,0,295,14,real
423,10,29,7826,126,12,0.007013721131026621,0,0,70,0,8,6,45,50,fake
424,12,65,4548,3879,153,0.09089808919148643,0,1,733,0,0,6,827,78,real
425,15,20,6667,400,5,0.002752779276021472,0,0,92,0,5,6,919,52,fake
426,15,129,3942,4167,414,0.07691698695235875,1,0,417,1,0,0,806,88,real
427,6,19,594,4620,352,0.03685624690277139,0,0,638,0,3,2,932,77,real
428,9,9,7626,4535,156,0.09600118808191255,1,1,41,0,3,1,894,1,real
429,18,24,8561,4685,260,0.08204612901583151,1,0,787,1,2,4,265,12,real
430,5,24,2876,1570,76,0.08539484630145437,0,1,469,0,1,1,187,24,real
431,16,53,5908,3772,256,0.017219426742575428,0,1,297,1,3,4,557,37,real
432,19,32,2021,1174,470,0.027096320787121955,0,0,597,1,4,4,263,84,real
433,5,3,13929,456,1,0.0023286696234834114,0,0,76,1,7,3,517,70,fake
434,9,13,4949,2368,130,0.027090922324687117,1,1,42,1,0,6,683,76,real
435,16,24,17214,340,7,0.0030335828602225346,0,0,47,0,9,9,30,85,fake
436,17,109,1635,1426,454,0.003188479520859211,1,0,279,1,2,5,815,3,real
437,7,79,900,1478,227,0.007609998898077431,1,1,459,0,3,1,84,27,real
438,8,53,6088,818,162,0.027391487062990372,1,0,33,0,0,3,728,53,real
439,7,26,9764,51,31,0.00874130532972708,0,0,51,1,9,6,469,17,fake
440,5,130,8933,4136,231,0.02318596138828484,1,0,665,0,4,8,993,15,real
441,5,133,3971,4152,194,0.07979431892533001,1,1,90,1,2,8,187,39,real
442,16,24,2514,4235,348,0.05631265938920469,1,0,616,0,2,2,391,4,real
443,16,140,8816,2409,29,0.0005770661292967994,1,0,948,0,3,0,46,17,real
444,18,27,9013,404,35,0.005180185704728307,0,0,58,0,8,8,980,11,fake
445,17,135,6110,67,337,0.0407884926850359,0,1,160,0,0,7,129,12,real
446,18,148,1729,1139,330,0.011394526944454354,0,1,929,1,0,6,924,32,real
447,9,29,4044,256,8,0.001578847298671966,0,0,22,1,6,5,639,27,fake
448,10,78,1597,777,496,0.07020971883794912,0,0,708,0,3,9,10,44,real
449,7,67,7010,3905,315,0.07208932190520977,1,1,399,0,3,6,730,43,real
450,16,11,9813,692,485,0.07284709455585921,1,0,819,0,2,8,945,91,real
451,13,24,6018,402,22,0.007744808872846787,0,0,24,0,5,5,320,49,fake
452,9,0,19617,300,6,0.002084532456294853,0,0,34,1,3,9,217,93,fake
453,12,95,8479,3152,412,0.08142087670546631,0,0,709,0,1,2,163,73,real
454,17,6,8467,257,30,0.0041247614818957345,0,0,63,0,3,2,771,43,fake
455,5,140,9838,1487,219,0.0015643295307434136,1,1,466,0,1,3,692,3,real
456,18,30,2442,895,376,0.09338587957857394,0,1,220,1,2,9,324,29,real
457,9,77,3914,3916,478,0.08097885286881047,0,0,419,0,4,9,316,85,real
458,19,19,6847,4502,146,0.08372191429586986,0,0,379,1,3,7,513,35,real
459,7,145,1459,1548,258,0.009328738472196852,0,0,726,1,3,9,628,48,real
460,16,25,11006,110,20,0.005680758192478617,0,0,60,0,4,8,664,74,fake
461,5,133,5464,322,298,0.0959916689642091,0,0,447,0,0,7,529,87,real
462,8,24,5041,96,0,0.0058444291472971,0,0,19,0,5,9,615,39,fake
463,19,42,4127,2245,480,0.05705614046246065,1,0,146,1,3,1,919,89,real
464,17,129,8879,2867,424,0.0945629677748997,1,1,233,1,2,3,106,24,real
465,9,59,2038,2773,234,0.044293712173443606,1,1,371,0,0,3,499,20,real
466,11,30,6855,2042,114,0.05992935663104787,0,1,922,1,3,1,16,15,real
467,5,20,2889,362,45,0.0006903211650727137,0,0,24,0,2,7,795,85,fake
468,7,9,5914,4555,89,0.09328462213602992,1,0,726,0,1,2,21,76,real
469,6,15,11091,458,1,0.008368044917030427,0,0,64,0,6,1,523,18,fake
470,13,16,14515,93,39,0.004794307599378621,0,0,20,0,7,6,955,60,fake
471,14,125,175,2715,480,0.06869524413854383,0,1,573,0,2,0,358,87,real
472,19,10,4601,606,83,0.0791906538422237,0,1,363,0,0,5,926,93,real
473,10,55,599,2157,76,0.05830186474441364,0,1,590,1,3,2,16,41,real
474,14,82,4534,625,160,0.09089177441214541,1,0,511,1,3,2,509,69,real
475,7,136,2831,957,4,0.09419914468838718,0,0,95,1,3,4,484,90,real
476,12,98,6519,4661,484,0.006431922319358352,1,0,842,0,4,2,533,75,real
477,18,148,7703,4383,77,0.04023705395413744,1,0,216,0,4,3,861,11,real
478,12,23,11521,270,10,0.009892606997178926,0,0,98,0,8,2,66,56,fake
479,6,114,81,2023,86,0.032941665737444295,0,0,816,1,4,6,599,18,real
480,19,6,3590,3707,269,0.05368682179706022,0,1,712,0,4,2,595,12,real
481,10,79,7972,500,103,0.09107949305099489,0,1,864,1,2,9,242,16,real
482,11,4,4718,230,36,0.007174424079475922,0,0,27,0,5,3,800,27,fake
483,6,96,9978,2438,486,0.012749972667198572,1,1,802,1,1,1,39,17,real
484,19,3,2472,4997,499,0.009303037474089572,0,1,855,0,1,1,376,85,real
485,15,21,10248,163,17,0.009925689042839182,0,0,58,0,3,8,835,31,fake
486,14,22,19513,60,43,0.004534752480651096,0,0,44,1,4,0,616,35,fake
487,6,9,10698,47,23,0.00140781407240678,0,0,93,1,6,0,829,27,fake
488,14,16,7994,4930,387,0.08994530845538352,1,1,391,1,2,9,65,87,real
489,5,6,15483,268,18,0.007273093770296469,0,0,65,0,7,0,19,32,fake
490,12,102,7394,1362,210,0.04026114383401627,0,0,392,1,3,2,924,17,real
491,5,12,2630,478,4,0.007777602824831164,0,0,46,1,8,1,156,11,fake
492,13,51,6179,1308,222,0.03839488942629726,0,0,385,0,2,2,373,1,real
493,15,29,18375,196,28,0.008528352678824958,0,0,54,0,6,4,608,92,fake
494,10,27,16283,22,38,0.0030144902560631072,0,0,39,1,4,8,262,82,fake
495,11,62,4495,4433,76,0.0122583156507183,0,0,259,0,1,1,708,49,real
496,17,6,5590,232,1,0.0051068398411532705,0,0,7,1,3,0,949,41,fake
497,14,61,2628,4657,315,0.04540965933775366,0,1,604,1,2,5,754,20,real
498,11,6,6299,2083,301,0.07344870403224037,1,0,934,1,2,2,262,71,real
499,14,91,9613,711,309,0.036717381443129214,1,1,947,0,1,6,452,37,real
500,7,14,7866,474,16,0.00857505573360398,0,0,54,1,9,5,745,16,fake
501,6,85,5378,2470,111,0.010053035869183592,1,1,100,1,1,6,349,39,real
502,13,132,4631,4272,350,0.04962194794899244,1,0,501,0,1,4,525,45,real
503,12,129,9687,4274,164,0.06899643571263624,0,0,383,1,1,0,362,64,real
504,17,16,10222,428,44,0.008647362366118991,0,0,43,1,8,2,633,47,fake
505,16,22,5921,96,10,0.00025683843056140907,0,0,20,1,9,2,714,23,fake
506,14,78,7668,537,69,0.06986355894319561,1,0,580,0,0,6,662,32,real
507,11,148,1013,4896,217,0.07039359073278309,0,1,901,1,1,2,332,49,real
508,13,137,7514,3728,449,0.04925218540205084,0,0,754,0,0,4,149,81,real
509,8,57,2476,3619,364,0.0914886150121504,0,1,602,0,3,3,870,19,real
510,17,119,1949,3945,188,0.04891965179806156,0,1,345,1,2,3,960,98,real
511,8,132,1645,4629,332,0.04502651934966382,1,0,10,1,1,6,454,78,real
512,5,26,19865,268,36,0.006709167840534915,0,0,84,0,7,0,104,67,fake
513,12,12,8105,1918,305,0.03076550873563365,1,1,268,1,1,6,562,39,real
514,18,81,6275,3022,123,0.004233449251830335,0,0,832,1,0,7,429,89,real
515,18,138,1905,4238,18,0.06335352936161702,1,0,630,0,3,2,523,60,real
516,16,148,6534,3032,256,0.02485357439270929,0,1,762,1,2,2,799,11,real
517,7,51,1083,3493,295,0.03041552544854651,1,1,571,1,3,3,159,49,real
518,11,116,5194,2730,415,0.07708145216643213,1,1,195,0,1,5,562,15,real
519,19,2,14345,190,12,0.006016873495707818,0,0,25,1,2,6,360,83,fake
520,16,33,4905,4123,367,0.02421958920131422,0,1,562,0,0,0,125,61,real
521,6,51,7341,1787,476,0.016905774913370576,0,1,407,0,4,3,641,43,real
522,6,4,9754,320,28,0.0008333777736120585,0,0,43,1,4,6,246,15,fake
523,11,9,7249,182,31,0.009301360795119595,0,0,85,0,2,1,279,79,fake
524,19,4,1793,331,44,0.004453722938425705,0,0,73,1,5,0,870,79,fake
525,10,23,14993,204,39,0.006742577101274053,0,0,27,1,9,0,300,73,fake
526,7,6,1986,349,42,0.008827977955031157,0,0,92,0,6,9,443,5,fake
527,13,140,8388,3747,74,0.06332834823329955,0,0,758,0,0,5,18,83,real
528,14,6,4595,254,7,0.0013012107086388502,0,0,25,0,7,4,760,88,fake
529,19,104,4534,762,182,0.004475143392623815,0,0,991,0,1,0,639,29,real
530,18,16,9509,2479,434,0.029644072477939723,1,0,77,0,3,9,873,62,real
531,17,119,2294,3979,106,0.028013411877537975,1,1,889,0,1,2,836,60,real
532,10,136,5323,1402,187,0.014601690559210824,0,0,716,1,3,6,833,69,real
533,14,128,767,2615,263,0.028917825385644316,1,0,483,1,2,8,484,22,real
534,14,129,4897,687,85,0.030976531414290343,0,0,146,0,2,8,531,13,real
535,10,59,3864,115,323,0.05218844619274783,1,0,661,1,0,5,546,50,real
536,5,21,16527,437,9,0.00855843143504734,0,0,36,0,9,2,694,47,fake
537,8,22,18238,338,24,0.007243056297311569,0,0,98,0,3,0,746,29,fake
538,14,96,971,1956,136,0.07194702313133812,1,0,765,1,4,2,20,80,real
539,10,13,15413,377,10,0.008395923219571595,0,0,66,1,2,9,622,17,fake
540,19,57,6736,1792,385,0.029028367731476035,1,1,297,0,3,1,786,20,real
541,10,22,18953,205,27,0.004948357051738706,0,0,9,0,3,4,912,78,fake
542,15,27,9077,3267,94,0.002371636030579061,1,0,649,0,0,7,336,6,real
543,16,33,2428,2007,325,0.007978912363400037,0,1,791,1,2,4,939,22,real
544,9,7,4208,4879,244,0.04179695435865271,0,1,334,0,4,0,604,9,real
545,5,78,1011,1571,468,0.09429127113917565,0,1,523,0,0,2,285,32,real
546,12,144,5254,4016,89,0.07215117798434237,0,0,583,1,2,4,379,88,real
547,9,86,7129,1685,58,0.008812656950055776,0,0,671,1,0,6,499,33,real
548,16,87,4076,1132,402,0.08463180127808738,0,1,728,1,1,4,354,77,real
549,16,68,2855,3991,27,0.0732300770608181,1,0,538,0,3,9,782,99,real
550,16,86,9683,1311,71,0.06109465257026532,1,0,798,0,1,4,377,70,real
551,9,14,3256,71,32,0.0003348485353774455,0,0,83,1,5,6,742,49,fake
552,11,7,5326,4560,23,0.040410984774295715,0,0,430,0,4,7,320,30,real
553,8,76,432,955,111,0.022150105085385275,0,0,614,0,2,7,740,16,real
554,10,86,6725,610,299,0.05120233891087594,0,1,69,1,3,6,610,65,real
555,17,4,13101,34,38,0.006705158437106319,0,0,79,1,2,2,494,82,fake
556,8,128,7559,4830,55,0.05383263720099121,1,1,189,0,3,1,24,86,real
557,18,4,14722,61,25,0.0037453242842017467,0,0,53,1,3,0,767,90,fake
558,19,16,2720,1534,222,0.09487049182391809,0,0,755,1,0,5,697,14,real
559,7,132,8654,3776,119,0.09022456230962314,0,1,678,0,1,8,13,56,real
560,11,147,8079,260,178,0.08757170365589395,0,1,924,0,2,2,855,37,real
561,12,20,1667,1554,287,0.08014168109086273,1,0,922,0,3,4,385,49,real
562,8,57,2551,88,433,0.09434281072652854,0,0,573,0,2,8,378,78,real
563,17,109,6773,3133,424,0.009849464167940325,0,0,874,0,0,8,474,90,real
564,6,138,3085,907,449,0.026512326144573953,0,0,279,0,2,6,542,50,real
565,16,3,11414,59,7,0.004024158343628838,0,0,21,1,3,3,729,36,fake
566,14,134,2063,235,371,0.08465344931234053,1,0,625,1,1,1,995,52,real
567,18,27,8489,1219,491,0.05051657115227325,1,0,542,1,1,1,146,23,real
568,7,50,5747,4908,188,0.07480347393415887,0,0,835,0,4,3,843,66,real
569,5,4,3227,4847,65,0.013895990524891622,0,0,988,0,3,0,372,71,real
570,12,4,1457,2188,297,0.025241381297656018,1,0,161,0,4,3,984,45,real
571,19,29,5176,387,37,0.004412622015063807,0,0,50,0,8,5,940,86,fake
572,7,19,8961,394,25,0.004929096357818177,0,0,16,0,5,5,225,28,fake
573,16,7,4562,2816,248,0.03513559346549268,1,1,453,1,3,6,377,20,real
574,14,20,16416,304,31,0.006619342325659369,0,0,66,0,4,4,126,49,fake
575,11,137,9427,2554,136,0.03498616942224785,0,0,851,1,3,8,188,57,real
576,14,37,9437,2380,163,0.07083240490779703,1,0,170,0,0,1,255,82,real
577,9,110,9231,3291,232,0.0367847181142801,1,1,830,1,3,1,137,88,real
578,14,111,2681,4720,254,0.05552633226079402,1,1,698,1,3,3,367,97,real
579,9,80,6529,338,475,0.009993187705440965,1,1,57,1,4,3,87,59,real
580,18,135,3972,4238,293,0.08050176932346279,0,1,240,1,3,3,750,26,real
581,11,103,3187,4940,416,0.036988862564812486,1,0,769,1,4,0,302,19,real
582,19,25,6254,61,45,0.0072677567625187445,0,0,26,1,7,3,783,13,fake
583,13,48,4916,974,316,0.07253896016618326,0,0,201,1,2,4,91,74,real
584,16,8,9429,341,27,0.007768422863616254,0,0,44,0,5,8,351,62,fake
585,9,125,5064,3685,469,0.088467498495335,0,0,837,0,4,2,347,14,real
586,5,67,9677,2086,344,0.0616224251606953,0,1,827,1,3,2,828,73,real
587,14,29,14783,49,6,0.006716061911014716,0,0,29,0,2,4,587,11,fake
588,14,104,9180,3378,17,0.018233518357821953,1,1,106,0,4,9,105,67,real
589,5,121,735,1326,69,0.09423009379012068,1,0,802,1,4,5,154,12,real
590,19,118,7711,1206,337,0.07550682041316252,1,0,101,0,1,2,586,35,real
591,6,113,1226,3180,115,0.020802456273324887,1,1,97,1,1,0,530,39,real
592,18,9,4061,1439,79,0.03377107747242245,0,0,665,0,1,9,406,32,real
593,10,148,2207,365,14,0.08096742580880734,1,1,938,1,1,7,366,14,real
594,13,26,13917,241,34,0.008034794199207437,0,0,97,0,2,0,195,65,fake
595,12,90,8980,1536,455,0.07657842927157243,1,0,506,1,4,1,679,27,real
596,17,1,982,3907,268,0.044120110221293245,0,0,665,0,2,2,552,60,real
597,9,117,5644,38,118,0.0716476262642167,1,0,438,0,3,5,160,43,real
598,5,12,7493,1023,298,0.03864937228639137,1,0,379,0,0,3,328,65,real
599,17,94,2133,2712,187,0.021126291693819646,1,0,73,1,2,3,763,55,real
600,11,143,8800,837,56,0.063267703484136,1,0,254,1,1,8,677,93,real
601,19,31,234,4456,198,0.09760139255987943,1,1,963,0,1,5,68,88,real
602,9,11,2732,69,1,0.0012214920789060113,0,0,98,0,6,1,19,81,fake
603,10,123,1824,308,433,0.046096959221253966,1,0,516,1,4,6,866,35,real
604,17,15,16475,225,21,0.008368176661978395,0,0,46,0,3,2,133,95,fake
605,11,9,134,4026,405,0.05415062821224879,1,1,550,0,2,8,365,32,real
606,7,14,3256,2121,54,0.08434277957090493,0,1,20,1,4,5,355,19,real
607,16,16,2941,764,498,0.07617427064695159,1,1,625,1,4,7,803,95,real
608,14,21,12253,466,49,0.0038727908715946013,0,0,91,0,7,0,246,39,fake
609,7,58,2027,3745,268,0.09984212339237741,1,0,421,1,2,1,342,20,real
610,9,7,1814,375,21,0.005287766757639803,0,0,71,0,2,5,26,28,fake
611,10,8,8035,349,2,0.00433779400494886,0,0,49,0,4,2,433,3,fake
612,13,11,2186,206,45,0.0047571720440820545,0,0,15,1,4,0,333,32,fake
613,17,21,1619,1916,437,0.08562851280467623,0,0,505,0,4,5,32,86,real
614,18,29,19609,285,49,0.0028542768512447338,0,0,17,1,5,4,940,58,fake
615,16,19,10176,350,44,0.0016995091079967273,0,0,9,1,9,8,468,54,fake
616,9,119,9218,4611,320,0.08764209436044929,1,0,301,0,4,5,469,42,real
617,19,27,17903,11,7,0.001048947330432719,0,0,77,1,2,4,530,15,fake
618,5,28,11738,478,3,0.0045139883906806745,0,0,32,0,7,0,728,83,fake
619,18,31,9559,1470,4,0.0788118939945219,1,0,647,1,4,0,566,62,real
620,18,118,8317,3995,249,0.08354861556432963,0,0,767,0,0,0,430,31,real
621,18,38,7915,1426,162,0.016265221818990063,0,0,278,1,0,6,974,61,real
622,8,11,5588,2863,201,0.08543459827827155,1,0,133,0,1,5,412,26,real
623,9,17,1630,4866,466,0.06867677955971696,1,0,750,0,3,4,340,69,real
624,16,148,6558,4938,100,0.05200826832165839,1,1,527,1,4,3,466,57,real
625,14,140,7391,1438,70,0.0830250192781385,0,0,789,0,1,7,492,20,real
626,14,148,4790,4388,429,0.04192492493189658,0,1,126,0,1,7,507,66,real
627,9,6,6041,115,14,0.0012526099655193867,0,0,66,0,7,4,36,21,fake
628,11,135,2951,4303,172,0.028485267661061367,0,0,17,0,4,3,406,60,real
629,8,20,18838,225,43,0.0024498847254794042,0,0,59,0,9,1,962,63,fake
630,5,103,6411,3081,137,0.05313307926731758,0,0,562,0,2,6,197,51,real
631,18,3,8759,274,45,0.001336158856261651,0,0,32,1,2,4,149,92,fake
632,18,27,10250,176,38,0.0010912123157528987,0,0,84,1,9,2,530,84,fake
633,9,149,5460,1573,327,0.05813665572045749,1,0,378,1,3,8,755,39,real
634,11,88,8985,3510,227,0.07807854833654765,1,1,818,1,2,8,101,11,real
635,14,21,8442,1050,280,0.0191773458293671,0,1,60,0,2,9,86,57,real
636,14,22,1946,256,11,0.008824611478477514,0,0,43,0,8,7,861,3,fake
637,10,2,5030,423,28,0.006740259530086843,0,0,83,1,6,0,253,37,fake
638,9,12,1022,4785,430,0.007555449376276957,0,0,628,0,3,2,854,84,real
639,8,1,8388,2563,39,0.02466884297439973,1,1,391,1,1,1,676,96,real
640,6,28,1891,1789,6,0.06953189496243846,0,0,936,0,2,3,739,25,real
641,8,26,6809,85,173,0.04094479376273091,0,1,685,0,2,1,968,21,real
642,19,0,9327,447,8,0.009237591118689178,0,0,91,1,6,7,998,80,fake
643,14,94,8632,3329,210,0.029797979466226955,1,1,498,0,3,0,806,42,real
644,14,6,18176,219,41,0.00644012158232911,0,0,59,1,6,3,671,1,fake
645,7,8,2136,67,39,0.008439510240338472,0,0,30,1,8,4,850,23,fake
646,14,1,1554,437,19,0.0055529858926963984,0,0,11,1,2,9,97,24,fake
647,5,96,85,3239,252,0.037593837540329335,0,1,823,0,2,3,627,47,real
648,12,2,9558,2126,20,0.05348727557587553,0,0,832,0,0,7,924,89,real
649,9,117,5887,402,256,0.08765981188350187,0,1,449,1,1,1,303,7,real
650,17,6,14233,52,33,0.004626300506752249,0,0,80,0,5,8,104,38,fake
651,8,22,4932,4372,402,0.026597406465411214,1,0,864,1,1,1,262,47,real
652,12,29,8100,620,380,0.046214047326990075,0,1,680,1,3,1,560,35,real
653,11,9,4403,147,25,0.00528477401003397,0,0,26,0,8,1,408,78,fake
654,6,107,4696,4008,32,0.09491124568882471,1,0,812,1,0,9,776,62,real
655,5,110,1912,682,259,0.09986173191643848,1,0,959,0,2,7,63,73,real
656,16,24,4680,3687,233,0.023540724884152667,0,0,130,0,0,2,937,3,real
657,15,127,7153,40,2,0.07269798713458155,0,1,975,0,3,9,252,20,real
658,8,110,2069,1410,346,0.03780310622331952,1,0,149,1,3,9,119,97,real
659,12,135,150,4081,307,0.0008108196886213227,0,0,472,1,3,7,775,44,real
660,16,1,19638,118,47,0.0032022549447677496,0,0,94,0,7,6,633,32,fake
661,6,12,18750,498,20,0.006579723909937913,0,0,2,0,5,9,695,26,fake
662,7,71,474,2796,283,0.04883349130043346,0,1,623,1,1,3,710,48,real
663,16,28,1948,57,22,0.0089717490167068,0,0,34,0,9,6,230,5,fake
664,5,107,1837,4206,453,0.06869274167743025,0,1,500,0,4,7,770,59,real
665,5,4,8721,3614,438,0.029400338859495313,0,0,649,1,1,5,573,61,real
666,17,2,9295,135,17,0.007823534464877904,0,0,41,1,5,5,171,49,fake
667,7,131,99,2749,363,0.030091907316541877,1,1,916,1,1,2,978,30,real
668,15,103,4825,950,470,0.01671343148693072,0,1,211,0,0,4,44,17,real
669,9,63,2861,350,253,0.04071737385988753,0,0,658,1,1,9,975,70,real
670,16,105,2853,2918,480,0.02322733647905008,0,1,596,1,0,1,46,58,real
671,7,97,9127,4143,143,0.053480097691916806,1,0,30,1,2,4,855,63,real
672,5,12,8207,478,23,0.004620000107372854,0,0,86,1,8,4,838,61,fake
673,5,148,5911,2043,452,0.05084059766446271,0,1,24,1,0,6,632,63,real
674,12,9,10238,223,41,0.009539190858269809,0,0,31,1,5,3,379,15,fake
675,14,45,1104,3467,233,0.0670974709485785,0,0,943,1,3,5,186,1,real
676,15,65,6134,1666,332,0.07539376844414242,1,0,723,0,3,8,530,13,real
677,16,111,7357,2985,174,0.011039423424993379,0,1,222,1,0,3,284,48,real
